Date,Open_SPY,High_SPY,Low_SPY,Close_SPY,Adj_Close_SPY,Volume_SPY,Open_AAPL,High_AAPL,Low_AAPL,Close_AAPL,Adj_Close_AAPL,Volume_AAPL
2022-01-03,476.2999877929688,477.8500061035156,473.8500061035156,477.7099914550781,466.5633239746094,72668200.0,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683597,180.43429565429688,104487900.0
2022-01-04,479.2200012207031,479.9800109863281,475.5799865722656,477.5499877929688,466.4070434570313,71178700.0,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,178.144287109375,99310400.0
2022-01-05,477.1600036621094,477.9800109863281,468.2799987792969,468.3800048828125,457.4510498046875,104538900.0,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,173.4056854248047,94537600.0
2022-01-06,467.8900146484375,470.8200073242188,465.4299926757813,467.9400024414063,457.0212707519531,86858900.0,172.6999969482422,175.3000030517578,171.63999938964844,172.0,170.5109405517578,96904000.0
2022-01-07,467.9500122070313,469.2000122070313,464.6499938964844,466.0899963378906,455.2144775390625,85111600.0,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,170.67947387695312,86709100.0
2022-01-10,462.7000122070313,465.739990234375,456.6000061035156,465.510009765625,454.6479797363281,119362000.0,169.0800018310547,172.5,168.1699981689453,172.19000244140625,170.69932556152344,106765600.0
2022-01-11,465.2300109863281,469.8500061035156,462.0499877929688,469.75,458.7890625,74303100.0,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,173.56430053710938,76138300.0
2022-01-12,471.5899963378906,473.2000122070313,468.9400024414063,471.0199890136719,460.0294494628906,67605400.0,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,174.01039123535156,74805200.0
2022-01-13,472.1900024414063,472.8800048828125,463.4400024414063,464.5299987792969,453.6908874511719,91173100.0,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,170.69932556152344,84505800.0
2022-01-14,461.1900024414063,465.0899963378906,459.8999938964844,464.7200012207031,453.8764343261719,95890900.0,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,171.5717010498047,80440800.0
2022-01-18,459.739990234375,459.9599914550781,455.30999755859375,456.489990234375,445.8384704589844,109709100.0,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,168.3300018310547,90956700.0
2022-01-19,458.1300048828125,459.6099853515625,451.4599914550781,451.75,441.2090759277344,109357600.0,170.0,171.0800018310547,165.94000244140625,166.22999572753906,164.79090881347656,94815000.0
2022-01-20,453.75,458.739990234375,444.5,446.75,436.32568359375,122379700.0,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,163.08580017089844,91420500.0
2022-01-21,445.55999755859375,448.05999755859375,437.9500122070313,437.9800109863281,427.7603759765625,202271200.0,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,161.00399780273438,122848900.0
2022-01-24,432.0299987792969,440.3800048828125,420.760009765625,439.8399963378906,429.5769653320313,251783900.0,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,160.22079467773438,162294600.0
2022-01-25,433.05999755859375,439.7200012207031,427.1499938964844,434.4700012207031,424.332275390625,167997300.0,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,158.39674377441406,115798400.0
2022-01-26,440.7200012207031,444.0400085449219,428.8599853515625,433.3800048828125,423.2677001953125,186391100.0,163.5,164.38999938964844,157.82000732421875,159.69000244140625,158.30752563476562,108275300.0
2022-01-27,438.260009765625,441.5899963378906,429.4500122070313,431.239990234375,421.1776123046875,149878300.0,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,157.84158325195312,121954600.0
2022-01-28,432.6799926757813,442.0,427.8200073242188,441.9500122070313,431.6377258300781,164457400.0,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,168.8554229736328,179935700.0
2022-01-31,441.239990234375,450.2799987792969,439.80999755859375,449.9100036621094,439.4120178222656,152251400.0,170.16000366210938,175.0,169.50999450683594,174.77999877929688,173.2668914794922,115541600.0
2022-02-01,450.6799926757813,453.6300048828125,446.9400024414063,452.9500122070313,442.3810729980469,123155400.0,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,173.09837341308594,86213900.0
2022-02-02,455.5,458.1199951171875,453.0499877929688,457.3500061035156,446.6784057617188,117361000.0,174.75,175.8800048828125,173.3300018310547,175.83999633789062,174.31771850585938,84914300.0
2022-02-03,450.9500122070313,452.9700012207031,445.7099914550781,446.6000061035156,436.1792602539063,118024400.0,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,171.40316772460938,89418100.0
2022-02-04,446.3500061035156,452.7799987792969,443.8299865722656,448.7000122070313,438.2301940917969,118454400.0,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,171.11532592773438,82465400.0
2022-02-07,449.510009765625,450.989990234375,445.8500061035156,447.260009765625,436.8238525390625,84472900.0,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,170.39071655273438,77251200.0
2022-02-08,446.7300109863281,451.9200134277344,445.2200012207031,450.9400024414063,440.4179992675781,81012000.0,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,173.53726196289062,74829200.0
2022-02-09,455.2200012207031,457.8800048828125,455.010009765625,457.5400085449219,446.8639831542969,92589900.0,176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,174.97654724121094,71285000.0
2022-02-10,451.3399963378906,457.7099914550781,447.2000122070313,449.3200073242188,438.8357849121094,140103700.0,174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,170.84732055664062,90865900.0
2022-02-11,449.4100036621094,451.6099853515625,438.9400024414063,440.4599914550781,430.1824645996094,153214600.0,172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,167.39306640625,98670700.0
2022-02-14,439.9200134277344,441.6000061035156,435.3399963378906,439.0199890136719,428.7760925292969,123006300.0,167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,167.6312713623047,86185500.0
2022-02-15,443.7300109863281,446.2799987792969,443.1799926757813,446.1000061035156,435.69091796875,88482700.0,170.97000122070312,172.9499969482422,170.25,172.7899932861328,171.51235961914062,62527400.0
2022-02-16,443.9299926757813,448.05999755859375,441.9400024414063,446.6000061035156,436.1792602539063,84863600.0,171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,171.27415466308594,61177400.0
2022-02-17,443.2200012207031,446.5700073242188,436.4200134277344,437.05999755859375,426.8618469238281,102259100.0,171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,167.6312713623047,69589300.0
2022-02-18,437.3299865722656,438.6600036621094,431.8200073242188,434.2300109863281,424.097900390625,132642900.0,169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,166.06295776367188,82772700.0
2022-02-22,431.8900146484375,435.5,425.8599853515625,429.5700073242188,419.5466003417969,124391800.0,164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,163.10498046875,91162800.0
2022-02-23,432.6600036621094,433.260009765625,421.3500061035156,421.9500122070313,412.10443115234375,132578000.0,165.5399932861328,166.14999389648438,159.75,160.07000732421875,158.88641357421875,90009200.0
2022-02-24,411.0199890136719,428.760009765625,410.6400146484375,428.2999877929688,418.3062133789063,213942900.0,152.5800018310547,162.85000610351562,152.0,162.74000549316406,161.5366668701172,141147500.0
2022-02-25,429.6099853515625,437.8399963378906,427.8599853515625,437.75,427.5357360839844,121804500.0,163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,163.63108825683594,91974200.0
2022-02-28,432.0299987792969,438.2000122070313,430.7000122070313,436.6300048828125,426.44189453125,145615000.0,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,163.89907836914062,95056600.0
2022-03-01,435.0400085449219,437.1700134277344,427.1099853515625,429.9800109863281,419.9470520019531,137785900.0,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,161.99327087402344,83474400.0
2022-03-02,432.3699951171875,439.7200012207031,431.5700073242188,437.8900146484375,427.6724853515625,117726500.0,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,165.3284454345703,79724800.0
2022-03-03,440.4700012207031,441.1099853515625,433.7999877929688,435.7099914550781,425.5433349609375,105501700.0,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,165.00086975097656,76678400.0
2022-03-04,431.75,433.3699951171875,427.8800048828125,432.1700134277344,422.0859375,113978200.0,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,161.96348571777344,83737200.0
2022-03-07,431.5499877929688,432.2999877929688,419.3599853515625,419.4299926757813,409.6431884765625,137896600.0,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,158.12213134765625,96418800.0
2022-03-08,419.6199951171875,427.2099914550781,415.1199951171875,416.25,406.5373840332031,164772700.0,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,156.27586364746094,131148300.0
